,time.sampled,elapsed.time,std.ref
Med-N-440cm-trt-chon-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-chon-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-chon-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-chon-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-chon-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-chon-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-chon-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-chon-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-chon-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-lam-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-lam-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-lam-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-lam-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-lam-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-lam-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-lam-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-lam-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-lam-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-lam-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-lam-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-lam-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-chon-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-notrt-lam-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-chon-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-chon-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-chon-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-chon-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-chon-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-lam-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-lam-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-lam-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-N-575cm-trt-lam-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-N-575cm-trt-lam-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-chon-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-notrt-lam-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-chon-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-S4-385cm-trt-lam-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-chon-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-notrt-lam-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-chon-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-S5-470cm-trt-lam-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-chon-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-notrt-lam-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-chon-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-1-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-1-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-1-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-1-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-2-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-2-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-2-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-2-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-3-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-3-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-3-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-3-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-x-t0,10/30/14 15:45,0,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-x-t1,11/20/14 15:00,503.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-x-t2,12/9/14 15:00,959.25,stdbins-gpc3-052715
Med-S7-590cm-trt-lam-x-t3,1/2/15 17:00,1537.25,stdbins-gpc3-052715
Marmara-PreX1-0cm-CD-chon-live-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-CD-chon-live-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-CD-chon-x-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-CD-chon-x-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-notrt-chon-live-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-notrt-chon-live-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-notrt-chon-x-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-notrt-chon-x-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH10-chon-live-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH10-chon-live-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH10-chon-x-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH10-chon-x-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH11-chon-live-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH11-chon-live-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH11-chon-x-t0,1/26/13 17:00,0,stdbins-gpc1-012413
Marmara-PreX1-0cm-pH11-chon-x-t1,1/28/13 18:00,49,stdbins-gpc1-012413
Marmara-PreX2-580cm-700-chon-live-t0,2/15/13 15:00,0,stdbins-gpc2-020113
Marmara-PreX2-580cm-700-chon-live-t1,2/17/13 15:40,48.66666667,stdbins-gpc2-020113
Marmara-PreX2-580cm-700-chon-live-t2,2/21/13 16:20,145.3333333,stdbins-gpc2-020113
Marmara-PreX2-580cm-700-chon-x-t0,2/15/13 15:00,0,stdbins-gpc2-020113
Marmara-PreX2-580cm-700-chon-x-t1,2/17/13 15:40,48.66666667,stdbins-gpc2-020113
Marmara-PreX2-580cm-700-chon-x-t2,2/21/13 16:20,145.3333333,stdbins-gpc2-020113
Marmara-PreX2-580cm-1400-chon-live-t0,2/15/13 15:00,0,stdbins-gpc2-020113
Marmara-PreX2-580cm-1400-chon-live-t1,2/17/13 15:40,48.66666667,stdbins-gpc2-020113
Marmara-PreX2-580cm-1400-chon-live-t2,2/21/13 16:20,145.3333333,stdbins-gpc2-020113
Marmara-PreX2-580cm-1400-chon-x-t0,2/15/13 15:00,0,stdbins-gpc2-020113
Marmara-PreX2-580cm-1400-chon-x-t1,2/17/13 15:40,48.66666667,stdbins-gpc2-020113
